timestamp,meter_type,usage,unit
2024-05-31 11:00:00,water,24.718,L
2024-05-31 12:00:00,electricity,1.275,kWh
2024-05-31 12:00:00,water,30.597,L
2024-05-31 13:00:00,electricity,1.369,kWh
2024-05-31 13:00:00,water,24.7,L
2024-05-31 14:00:00,electricity,1.304,kWh
2024-05-31 14:00:00,water,21.186,L
2024-05-31 15:00:00,electricity,1.38,kWh
2024-05-31 15:00:00,water,23.684,L
2024-05-31 16:00:00,electricity,1.254,kWh
2024-05-31 16:00:00,water,27.489,L
2024-05-31 17:00:00,electricity,2.333,kWh
2024-05-31 17:00:00,water,56.847,L
2024-05-31 18:00:00,electricity,2.141,kWh
2024-05-31 18:00:00,water,51.239,L
2024-05-31 19:00:00,electricity,2.368,kWh
2024-05-31 19:00:00,water,56.806,L
2024-05-31 20:00:00,electricity,2.183,kWh
2024-05-31 20:00:00,water,38.179,L
2024-05-31 21:00:00,electricity,2.111,kWh
2024-05-31 21:00:00,water,31.892,L
2024-05-31 22:00:00,electricity,1.354,kWh
2024-05-31 22:00:00,water,34.753,L
2024-05-31 23:00:00,electricity,1.348,kWh
2024-05-31 23:00:00,water,28.352,L
2024-06-01 00:00:00,electricity,0.699,kWh
2024-06-01 00:00:00,water,4.912,L
2024-06-01 01:00:00,electricity,0.62,kWh
2024-06-01 01:00:00,water,4.237,L
2024-06-01 02:00:00,electricity,0.674,kWh
2024-06-01 02:00:00,water,6.502,L
2024-06-01 03:00:00,electricity,0.684,kWh
2024-06-01 03:00:00,water,4.988,L
2024-06-01 04:00:00,electricity,0.677,kWh
2024-06-01 04:00:00,water,5.618,L
2024-06-01 05:00:00,electricity,0.594,kWh
2024-06-01 05:00:00,water,5.856,L
2024-06-01 06:00:00,electricity,2.137,kWh
2024-06-01 06:00:00,water,96.761,L
2024-06-01 07:00:00,electricity,2.183,kWh
2024-06-01 07:00:00,water,80.387,L
2024-06-01 08:00:00,electricity,2.108,kWh
2024-06-01 08:00:00,water,76.598,L
2024-06-01 09:00:00,electricity,6.18,kWh
2024-06-01 09:00:00,water,83.601,L
2024-06-01 10:00:00,electricity,1.646,kWh
2024-06-01 10:00:00,water,37.808,L
2024-06-01 11:00:00,electricity,1.978,kWh
2024-06-01 11:00:00,water,32.091,L
2024-06-01 12:00:00,electricity,1.562,kWh
2024-06-01 12:00:00,water,29.006,L
2024-06-01 13:00:00,electricity,1.502,kWh
2024-06-01 13:00:00,water,26.703,L
2024-06-01 14:00:00,electricity,1.68,kWh
2024-06-01 14:00:00,water,27.959,L
2024-06-01 15:00:00,electricity,1.671,kWh
2024-06-01 15:00:00,water,36.158,L
2024-06-01 16:00:00,electricity,1.813,kWh
2024-06-01 16:00:00,water,31.5,L
2024-06-01 17:00:00,electricity,2.549,kWh
2024-06-01 17:00:00,water,63.274,L
2024-06-01 18:00:00,electricity,3.129,kWh
2024-06-01 18:00:00,water,62.386,L
2024-06-01 19:00:00,electricity,3.088,kWh
2024-06-01 19:00:00,water,68.947,L
2024-06-01 20:00:00,electricity,2.875,kWh
2024-06-01 20:00:00,water,66.289,L
2024-06-01 21:00:00,electricity,3.015,kWh
2024-06-01 21:00:00,water,39.608,L
2024-06-01 22:00:00,electricity,1.787,kWh
2024-06-01 22:00:00,water,47.581,L
2024-06-01 23:00:00,electricity,1.761,kWh
2024-06-01 23:00:00,water,48.508,L
2024-06-02 00:00:00,electricity,0.574,kWh
2024-06-02 00:00:00,water,4.405,L
2024-06-02 01:00:00,electricity,0.701,kWh
2024-06-02 01:00:00,water,5.675,L
2024-06-02 02:00:00,electricity,0.644,kWh
2024-06-02 02:00:00,water,4.951,L
2024-06-02 03:00:00,electricity,0.653,kWh
2024-06-02 03:00:00,water,5.297,L
2024-06-02 04:00:00,electricity,0.653,kWh
2024-06-02 04:00:00,water,5.663,L
2024-06-02 05:00:00,electricity,0.638,kWh
2024-06-02 05:00:00,water,5.321,L
2024-06-02 06:00:00,electricity,2.357,kWh
2024-06-02 06:00:00,water,84.165,L
2024-06-02 07:00:00,electricity,2.088,kWh
2024-06-02 07:00:00,water,88.514,L
2024-06-02 08:00:00,electricity,1.87,kWh
2024-06-02 08:00:00,water,84.795,L
2024-06-02 09:00:00,electricity,2.023,kWh
2024-06-02 09:00:00,water,75.543,L
2024-06-02 10:00:00,electricity,1.649,kWh
2024-06-02 10:00:00,water,30.286,L
2024-06-02 11:00:00,electricity,1.819,kWh
2024-06-02 11:00:00,water,27.1,L
2024-06-02 12:00:00,electricity,1.718,kWh
2024-06-02 12:00:00,water,29.403,L
2024-06-02 13:00:00,electricity,1.482,kWh
2024-06-02 13:00:00,water,40.473,L
2024-06-02 14:00:00,electricity,2.023,kWh
2024-06-02 14:00:00,water,29.646,L
2024-06-02 15:00:00,electricity,1.663,kWh
2024-06-02 15:00:00,water,28.069,L
2024-06-02 16:00:00,electricity,1.827,kWh
2024-06-02 16:00:00,water,34.018,L
2024-06-02 17:00:00,electricity,2.872,kWh
2024-06-02 17:00:00,water,67.346,L
2024-06-02 18:00:00,electricity,3.072,kWh
2024-06-02 18:00:00,water,66.648,L
2024-06-02 19:00:00,electricity,3.161,kWh
2024-06-02 19:00:00,water,79.79,L
2024-06-02 20:00:00,electricity,3.271,kWh
2024-06-02 20:00:00,water,72.747,L
2024-06-02 21:00:00,electricity,3.224,kWh
2024-06-02 21:00:00,water,38.346,L
2024-06-02 22:00:00,electricity,1.761,kWh
2024-06-02 22:00:00,water,38.864,L
2024-06-02 23:00:00,electricity,1.569,kWh
2024-06-02 23:00:00,water,38.48,L
2024-06-03 00:00:00,electricity,0.747,kWh
2024-06-03 00:00:00,water,4.641,L
2024-06-03 01:00:00,electricity,0.818,kWh
2024-06-03 01:00:00,water,4.045,L
2024-06-03 02:00:00,electricity,0.866,kWh
2024-06-03 02:00:00,water,3.296,L
2024-06-03 03:00:00,electricity,0.774,kWh
2024-06-03 03:00:00,water,4.176,L
2024-06-03 04:00:00,electricity,0.876,kWh
2024-06-03 04:00:00,water,3.425,L
2024-06-03 05:00:00,electricity,0.907,kWh
2024-06-03 05:00:00,water,5.301,L
2024-06-03 06:00:00,electricity,2.338,kWh
2024-06-03 06:00:00,water,55.7,L
2024-06-03 07:00:00,electricity,2.359,kWh
2024-06-03 07:00:00,water,61.776,L
2024-06-03 08:00:00,electricity,2.538,kWh
2024-06-03 08:00:00,water,64.952,L
2024-06-03 09:00:00,electricity,2.653,kWh
2024-06-03 09:00:00,water,60.818,L
2024-06-03 10:00:00,electricity,1.876,kWh
2024-06-03 10:00:00,water,24.323,L
2024-06-03 11:00:00,electricity,2.248,kWh
2024-06-03 11:00:00,water,26.476,L
2024-06-03 12:00:00,electricity,2.064,kWh
2024-06-03 12:00:00,water,29.815,L
2024-06-03 13:00:00,electricity,1.988,kWh
2024-06-03 13:00:00,water,27.521,L
2024-06-03 14:00:00,electricity,1.696,kWh
2024-06-03 14:00:00,water,29.671,L
2024-06-03 15:00:00,electricity,1.719,kWh
2024-06-03 15:00:00,water,22.035,L
2024-06-03 16:00:00,electricity,2.036,kWh
2024-06-03 16:00:00,water,26.16,L
2024-06-03 17:00:00,electricity,2.804,kWh
2024-06-03 17:00:00,water,53.478,L
2024-06-03 18:00:00,electricity,3.925,kWh
2024-06-03 18:00:00,water,54.712,L
2024-06-03 19:00:00,electricity,3.508,kWh
2024-06-03 19:00:00,water,61.17,L
2024-06-03 20:00:00,electricity,4.72,kWh
2024-06-03 20:00:00,water,51.109,L
2024-06-03 21:00:00,electricity,4.387,kWh
2024-06-03 21:00:00,water,29.967,L
2024-06-03 22:00:00,electricity,1.944,kWh
2024-06-03 22:00:00,water,33.518,L
2024-06-03 23:00:00,electricity,1.959,kWh
2024-06-03 23:00:00,water,24.778,L
2024-06-04 00:00:00,electricity,0.871,kWh
2024-06-04 00:00:00,water,4.081,L
2024-06-04 01:00:00,electricity,0.927,kWh
2024-06-04 01:00:00,water,4.132,L
2024-06-04 02:00:00,electricity,0.662,kWh
2024-06-04 02:00:00,water,3.736,L
2024-06-04 03:00:00,electricity,0.651,kWh
2024-06-04 03:00:00,water,4.733,L
2024-06-04 04:00:00,electricity,0.743,kWh
2024-06-04 04:00:00,water,3.665,L
2024-06-04 05:00:00,electricity,0.838,kWh
2024-06-04 05:00:00,water,4.132,L
2024-06-04 06:00:00,electricity,2.702,kWh
2024-06-04 06:00:00,water,65.216,L
2024-06-04 07:00:00,electricity,2.849,kWh
2024-06-04 07:00:00,water,73.232,L
2024-06-04 08:00:00,electricity,2.265,kWh
2024-06-04 08:00:00,water,62.92,L
2024-06-04 09:00:00,electricity,1.978,kWh
2024-06-04 09:00:00,water,70.077,L
2024-06-04 10:00:00,electricity,2.15,kWh
2024-06-04 10:00:00,water,27.319,L
2024-06-04 11:00:00,electricity,1.816,kWh
2024-06-04 11:00:00,water,25.573,L
2024-06-04 12:00:00,electricity,1.58,kWh
2024-06-04 12:00:00,water,21.905,L
2024-06-04 13:00:00,electricity,2.009,kWh
2024-06-04 13:00:00,water,138.202,L
2024-06-04 14:00:00,electricity,2.137,kWh
2024-06-04 14:00:00,water,25.522,L
2024-06-04 15:00:00,electricity,1.956,kWh
2024-06-04 15:00:00,water,23.559,L
2024-06-04 16:00:00,electricity,1.889,kWh
2024-06-04 16:00:00,water,27.98,L
2024-06-04 17:00:00,electricity,3.507,kWh
2024-06-04 17:00:00,water,57.199,L
2024-06-04 18:00:00,electricity,3.432,kWh
2024-06-04 18:00:00,water,51.337,L
2024-06-04 19:00:00,electricity,3.084,kWh
2024-06-04 19:00:00,water,45.206,L
2024-06-04 20:00:00,electricity,3.309,kWh
2024-06-04 20:00:00,water,55.718,L
2024-06-04 21:00:00,electricity,3.75,kWh
2024-06-04 21:00:00,water,27.652,L
2024-06-04 22:00:00,electricity,2.044,kWh
2024-06-04 22:00:00,water,28.633,L
2024-06-04 23:00:00,electricity,2.013,kWh
2024-06-04 23:00:00,water,27.798,L
2024-06-05 00:00:00,electricity,0.713,kWh
2024-06-05 00:00:00,water,4.13,L
2024-06-05 01:00:00,electricity,0.778,kWh
2024-06-05 01:00:00,water,4.79,L
2024-06-05 02:00:00,electricity,0.62,kWh
2024-06-05 02:00:00,water,4.197,L
2024-06-05 03:00:00,electricity,0.806,kWh
2024-06-05 03:00:00,water,3.977,L
2024-06-05 04:00:00,electricity,0.905,kWh
2024-06-05 04:00:00,water,3.431,L
2024-06-05 05:00:00,electricity,0.675,kWh
2024-06-05 05:00:00,water,4.478,L
2024-06-05 06:00:00,electricity,2.423,kWh
2024-06-05 06:00:00,water,57.1,L
2024-06-05 07:00:00,electricity,2.659,kWh
2024-06-05 07:00:00,water,63.888,L
2024-06-05 08:00:00,electricity,2.896,kWh
2024-06-05 08:00:00,water,60.322,L
2024-06-05 09:00:00,electricity,2.459,kWh
2024-06-05 09:00:00,water,69.337,L
2024-06-05 10:00:00,electricity,1.843,kWh
2024-06-05 10:00:00,water,24.725,L
2024-06-05 11:00:00,electricity,1.59,kWh
2024-06-05 11:00:00,water,25.022,L
2024-06-05 12:00:00,electricity,2.0,kWh
2024-06-05 12:00:00,water,26.669,L
2024-06-05 13:00:00,electricity,2.384,kWh
2024-06-05 13:00:00,water,3.369,L
2024-06-05 14:00:00,electricity,2.035,kWh
2024-06-05 14:00:00,water,27.887,L
2024-06-05 15:00:00,electricity,1.976,kWh
2024-06-05 15:00:00,water,24.932,L
2024-06-05 16:00:00,electricity,2.044,kWh
2024-06-05 16:00:00,water,25.21,L
2024-06-05 17:00:00,electricity,3.56,kWh
2024-06-05 17:00:00,water,49.193,L
2024-06-05 18:00:00,electricity,3.274,kWh
2024-06-05 18:00:00,water,46.515,L
2024-06-05 19:00:00,electricity,3.857,kWh
2024-06-05 19:00:00,water,49.018,L
2024-06-05 20:00:00,electricity,3.644,kWh
2024-06-05 20:00:00,water,47.635,L
2024-06-05 21:00:00,electricity,3.57,kWh
2024-06-05 21:00:00,water,33.97,L
2024-06-05 22:00:00,electricity,1.787,kWh
2024-06-05 22:00:00,water,27.451,L
2024-06-05 23:00:00,electricity,2.238,kWh
2024-06-05 23:00:00,water,36.54,L
2024-06-06 00:00:00,electricity,0.845,kWh
2024-06-06 00:00:00,water,4.579,L
2024-06-06 01:00:00,electricity,0.748,kWh
2024-06-06 01:00:00,water,4.21,L
2024-06-06 02:00:00,electricity,0.871,kWh
2024-06-06 02:00:00,water,4.2,L
2024-06-06 03:00:00,electricity,0.753,kWh
2024-06-06 03:00:00,water,3.919,L
2024-06-06 04:00:00,electricity,0.73,kWh
2024-06-06 04:00:00,water,4.336,L
2024-06-06 05:00:00,electricity,0.732,kWh
2024-06-06 05:00:00,water,4.748,L
2024-06-06 06:00:00,electricity,2.118,kWh
2024-06-06 06:00:00,water,57.684,L
2024-06-06 07:00:00,electricity,2.695,kWh
2024-06-06 07:00:00,water,51.408,L
2024-06-06 08:00:00,electricity,2.103,kWh
2024-06-06 08:00:00,water,68.316,L
2024-06-06 09:00:00,electricity,2.258,kWh
2024-06-06 09:00:00,water,65.452,L
2024-06-06 10:00:00,electricity,1.569,kWh
2024-06-06 10:00:00,water,21.813,L
2024-06-06 11:00:00,electricity,1.963,kWh
2024-06-06 11:00:00,water,22.982,L
2024-06-06 12:00:00,electricity,1.95,kWh
2024-06-06 12:00:00,water,22.602,L
2024-06-06 13:00:00,electricity,1.915,kWh
2024-06-06 13:00:00,water,23.009,L
2024-06-06 14:00:00,electricity,1.774,kWh
2024-06-06 14:00:00,water,24.221,L
2024-06-06 15:00:00,electricity,1.748,kWh
2024-06-06 15:00:00,water,24.394,L
2024-06-06 16:00:00,electricity,2.072,kWh
2024-06-06 16:00:00,water,23.232,L
2024-06-06 17:00:00,electricity,3.368,kWh
2024-06-06 17:00:00,water,47.724,L
2024-06-06 18:00:00,electricity,3.677,kWh
2024-06-06 18:00:00,water,51.059,L
2024-06-06 19:00:00,electricity,3.248,kWh
2024-06-06 19:00:00,water,53.556,L
2024-06-06 20:00:00,electricity,3.629,kWh
2024-06-06 20:00:00,water,50.507,L
2024-06-06 21:00:00,electricity,4.028,kWh
2024-06-06 21:00:00,water,35.88,L
2024-06-06 22:00:00,electricity,2.096,kWh
2024-06-06 22:00:00,water,33.421,L
2024-06-06 23:00:00,electricity,1.898,kWh
2024-06-06 23:00:00,water,25.487,L
2024-06-07 00:00:00,electricity,0.812,kWh
2024-06-07 00:00:00,water,4.464,L
2024-06-07 01:00:00,electricity,0.773,kWh
2024-06-07 01:00:00,water,4.505,L
2024-06-07 02:00:00,electricity,0.793,kWh
2024-06-07 02:00:00,water,3.981,L
2024-06-07 03:00:00,electricity,0.766,kWh
2024-06-07 03:00:00,water,3.446,L
2024-06-07 04:00:00,electricity,0.779,kWh
2024-06-07 04:00:00,water,4.204,L
2024-06-07 05:00:00,electricity,0.809,kWh
2024-06-07 05:00:00,water,4.196,L
2024-06-07 06:00:00,electricity,2.318,kWh
2024-06-07 06:00:00,water,54.52,L
2024-06-07 07:00:00,electricity,2.313,kWh
2024-06-07 07:00:00,water,52.029,L
2024-06-07 08:00:00,electricity,2.217,kWh
2024-06-07 08:00:00,water,62.338,L
2024-06-07 09:00:00,electricity,2.162,kWh
2024-06-07 09:00:00,water,61.238,L
2024-06-07 10:00:00,electricity,1.739,kWh
2024-06-07 10:00:00,water,23.938,L
2024-06-07 11:00:00,electricity,2.012,kWh
2024-06-07 11:00:00,water,24.948,L
2024-06-07 12:00:00,electricity,1.803,kWh
2024-06-07 12:00:00,water,21.865,L
2024-06-07 13:00:00,electricity,2.082,kWh
2024-06-07 13:00:00,water,23.885,L
2024-06-07 14:00:00,electricity,1.987,kWh
2024-06-07 14:00:00,water,26.813,L
2024-06-07 15:00:00,electricity,1.59,kWh
2024-06-07 15:00:00,water,24.142,L
2024-06-07 16:00:00,electricity,2.11,kWh
2024-06-07 16:00:00,water,20.144,L
2024-06-07 17:00:00,electricity,3.853,kWh
2024-06-07 17:00:00,water,49.522,L
2024-06-07 18:00:00,electricity,3.21,kWh
2024-06-07 18:00:00,water,45.758,L
2024-06-07 19:00:00,electricity,8.671,kWh
2024-06-07 19:00:00,water,54.183,L
2024-06-07 20:00:00,electricity,3.259,kWh
2024-06-07 20:00:00,water,54.509,L
2024-06-07 21:00:00,electricity,3.599,kWh
2024-06-07 21:00:00,water,25.23,L
2024-06-07 22:00:00,electricity,1.73,kWh
2024-06-07 22:00:00,water,112.342,L
2024-06-07 23:00:00,electricity,1.625,kWh
2024-06-07 23:00:00,water,27.296,L
2024-06-08 00:00:00,electricity,0.623,kWh
2024-06-08 00:00:00,water,6.482,L
2024-06-08 01:00:00,electricity,0.64,kWh
2024-06-08 01:00:00,water,5.428,L
2024-06-08 02:00:00,electricity,0.622,kWh
2024-06-08 02:00:00,water,4.643,L
2024-06-08 03:00:00,electricity,0.571,kWh
2024-06-08 03:00:00,water,4.712,L
2024-06-08 04:00:00,electricity,0.622,kWh
2024-06-08 04:00:00,water,5.688,L
2024-06-08 05:00:00,electricity,0.665,kWh
2024-06-08 05:00:00,water,5.204,L
2024-06-08 06:00:00,electricity,2.097,kWh
2024-06-08 06:00:00,water,80.95,L
2024-06-08 07:00:00,electricity,2.144,kWh
2024-06-08 07:00:00,water,97.75,L
2024-06-08 08:00:00,electricity,1.965,kWh
2024-06-08 08:00:00,water,75.028,L
2024-06-08 09:00:00,electricity,2.353,kWh
2024-06-08 09:00:00,water,82.489,L
2024-06-08 10:00:00,electricity,1.429,kWh
2024-06-08 10:00:00,water,38.342,L
2024-06-08 11:00:00,electricity,1.699,kWh
2024-06-08 11:00:00,water,33.823,L
2024-06-08 12:00:00,electricity,1.811,kWh
2024-06-08 12:00:00,water,26.444,L
2024-06-08 13:00:00,electricity,1.698,kWh
2024-06-08 13:00:00,water,34.747,L
2024-06-08 14:00:00,electricity,1.587,kWh
2024-06-08 14:00:00,water,28.188,L
2024-06-08 15:00:00,electricity,1.534,kWh
2024-06-08 15:00:00,water,38.29,L
2024-06-08 16:00:00,electricity,1.788,kWh
2024-06-08 16:00:00,water,29.525,L
2024-06-08 17:00:00,electricity,2.501,kWh
2024-06-08 17:00:00,water,92.57,L
2024-06-08 18:00:00,electricity,2.633,kWh
2024-06-08 18:00:00,water,80.268,L
2024-06-08 19:00:00,electricity,2.8,kWh
2024-06-08 19:00:00,water,61.726,L
2024-06-08 20:00:00,electricity,3.277,kWh
2024-06-08 20:00:00,water,68.414,L
2024-06-08 21:00:00,electricity,3.027,kWh
2024-06-08 21:00:00,water,44.653,L
2024-06-08 22:00:00,electricity,1.463,kWh
2024-06-08 22:00:00,water,44.801,L
2024-06-08 23:00:00,electricity,1.57,kWh
2024-06-08 23:00:00,water,43.124,L
2024-06-09 00:00:00,electricity,0.608,kWh
2024-06-09 00:00:00,water,6.28,L
2024-06-09 01:00:00,electricity,0.602,kWh
2024-06-09 01:00:00,water,5.379,L
2024-06-09 02:00:00,electricity,0.711,kWh
2024-06-09 02:00:00,water,5.22,L
2024-06-09 03:00:00,electricity,0.559,kWh
2024-06-09 03:00:00,water,5.233,L
2024-06-09 04:00:00,electricity,0.752,kWh
2024-06-09 04:00:00,water,6.022,L
2024-06-09 05:00:00,electricity,0.702,kWh
2024-06-09 05:00:00,water,5.699,L
2024-06-09 06:00:00,electricity,2.336,kWh
2024-06-09 06:00:00,water,84.763,L
2024-06-09 07:00:00,electricity,2.009,kWh
2024-06-09 07:00:00,water,89.716,L
2024-06-09 08:00:00,electricity,2.074,kWh
2024-06-09 08:00:00,water,61.742,L
2024-06-09 09:00:00,electricity,1.804,kWh
2024-06-09 09:00:00,water,84.947,L
2024-06-09 10:00:00,electricity,1.535,kWh
2024-06-09 10:00:00,water,33.619,L
2024-06-09 11:00:00,electricity,1.7,kWh
2024-06-09 11:00:00,water,39.32,L
2024-06-09 12:00:00,electricity,1.83,kWh
2024-06-09 12:00:00,water,26.751,L
2024-06-09 13:00:00,electricity,1.441,kWh
2024-06-09 13:00:00,water,38.882,L
2024-06-09 14:00:00,electricity,1.561,kWh
2024-06-09 14:00:00,water,33.056,L
2024-06-09 15:00:00,electricity,1.595,kWh
2024-06-09 15:00:00,water,34.682,L
2024-06-09 16:00:00,electricity,1.394,kWh
2024-06-09 16:00:00,water,39.348,L
2024-06-09 17:00:00,electricity,3.088,kWh
2024-06-09 17:00:00,water,72.843,L
2024-06-09 18:00:00,electricity,2.705,kWh
2024-06-09 18:00:00,water,71.529,L
2024-06-09 19:00:00,electricity,2.859,kWh
2024-06-09 19:00:00,water,70.234,L
2024-06-09 20:00:00,electricity,2.784,kWh
2024-06-09 20:00:00,water,64.29,L
2024-06-09 21:00:00,electricity,2.686,kWh
2024-06-09 21:00:00,water,40.81,L
2024-06-09 22:00:00,electricity,1.619,kWh
2024-06-09 22:00:00,water,37.434,L
2024-06-09 23:00:00,electricity,1.585,kWh
2024-06-09 23:00:00,water,40.731,L
2024-06-10 00:00:00,electricity,0.763,kWh
2024-06-10 00:00:00,water,3.023,L
2024-06-10 01:00:00,electricity,0.734,kWh
2024-06-10 01:00:00,water,4.416,L
2024-06-10 02:00:00,electricity,0.817,kWh
2024-06-10 02:00:00,water,4.139,L
2024-06-10 03:00:00,electricity,0.923,kWh
2024-06-10 03:00:00,water,4.031,L
2024-06-10 04:00:00,electricity,0.803,kWh
2024-06-10 04:00:00,water,4.311,L
2024-06-10 05:00:00,electricity,0.871,kWh
2024-06-10 05:00:00,water,3.477,L
2024-06-10 06:00:00,electricity,2.216,kWh
2024-06-10 06:00:00,water,77.585,L
2024-06-10 07:00:00,electricity,2.615,kWh
2024-06-10 07:00:00,water,62.223,L
2024-06-10 08:00:00,electricity,2.292,kWh
2024-06-10 08:00:00,water,61.897,L
2024-06-10 09:00:00,electricity,2.194,kWh
2024-06-10 09:00:00,water,55.702,L
2024-06-10 10:00:00,electricity,1.834,kWh
2024-06-10 10:00:00,water,25.272,L
2024-06-10 11:00:00,electricity,2.216,kWh
2024-06-10 11:00:00,water,29.394,L
2024-06-10 12:00:00,electricity,2.168,kWh
2024-06-10 12:00:00,water,28.333,L
2024-06-10 13:00:00,electricity,2.028,kWh
2024-06-10 13:00:00,water,27.784,L
2024-06-10 14:00:00,electricity,1.677,kWh
2024-06-10 14:00:00,water,26.852,L
2024-06-10 15:00:00,electricity,1.941,kWh
2024-06-10 15:00:00,water,24.116,L
2024-06-10 16:00:00,electricity,2.04,kWh
2024-06-10 16:00:00,water,20.815,L
2024-06-10 17:00:00,electricity,3.627,kWh
2024-06-10 17:00:00,water,51.233,L
2024-06-10 18:00:00,electricity,2.907,kWh
2024-06-10 18:00:00,water,51.014,L
2024-06-10 19:00:00,electricity,3.247,kWh
2024-06-10 19:00:00,water,59.107,L
2024-06-10 20:00:00,electricity,3.541,kWh
2024-06-10 20:00:00,water,54.449,L
2024-06-10 21:00:00,electricity,3.755,kWh
2024-06-10 21:00:00,water,37.595,L
2024-06-10 22:00:00,electricity,1.545,kWh
2024-06-10 22:00:00,water,36.027,L
2024-06-10 23:00:00,electricity,1.948,kWh
2024-06-10 23:00:00,water,29.774,L
2024-06-11 00:00:00,electricity,0.803,kWh
2024-06-11 00:00:00,water,3.295,L
2024-06-11 01:00:00,electricity,0.859,kWh
2024-06-11 01:00:00,water,4.898,L
2024-06-11 02:00:00,electricity,0.847,kWh
2024-06-11 02:00:00,water,4.885,L
2024-06-11 03:00:00,electricity,0.838,kWh
2024-06-11 03:00:00,water,3.511,L
2024-06-11 04:00:00,electricity,0.729,kWh
2024-06-11 04:00:00,water,4.961,L
2024-06-11 05:00:00,electricity,0.641,kWh
2024-06-11 05:00:00,water,4.393,L
2024-06-11 06:00:00,electricity,2.473,kWh
2024-06-11 06:00:00,water,64.215,L
2024-06-11 07:00:00,electricity,2.832,kWh
2024-06-11 07:00:00,water,75.208,L
2024-06-11 08:00:00,electricity,2.933,kWh
2024-06-11 08:00:00,water,73.166,L
2024-06-11 09:00:00,electricity,2.757,kWh
2024-06-11 09:00:00,water,67.924,L
2024-06-11 10:00:00,electricity,2.065,kWh
2024-06-11 10:00:00,water,26.631,L
2024-06-11 11:00:00,electricity,2.055,kWh
2024-06-11 11:00:00,water,27.064,L
2024-06-11 12:00:00,electricity,1.87,kWh
2024-06-11 12:00:00,water,23.99,L
2024-06-11 13:00:00,electricity,1.954,kWh
2024-06-11 13:00:00,water,25.033,L
2024-06-11 14:00:00,electricity,2.31,kWh
2024-06-11 14:00:00,water,22.471,L
2024-06-11 15:00:00,electricity,1.793,kWh
2024-06-11 15:00:00,water,24.193,L
2024-06-11 16:00:00,electricity,2.3,kWh
2024-06-11 16:00:00,water,24.091,L
2024-06-11 17:00:00,electricity,3.449,kWh
2024-06-11 17:00:00,water,48.498,L
2024-06-11 18:00:00,electricity,4.036,kWh
2024-06-11 18:00:00,water,53.362,L
2024-06-11 19:00:00,electricity,3.063,kWh
2024-06-11 19:00:00,water,50.459,L
2024-06-11 20:00:00,electricity,3.773,kWh
2024-06-11 20:00:00,water,55.664,L
2024-06-11 21:00:00,electricity,3.301,kWh
2024-06-11 21:00:00,water,25.368,L
2024-06-11 22:00:00,electricity,1.7,kWh
2024-06-11 22:00:00,water,31.072,L
2024-06-11 23:00:00,electricity,2.023,kWh
2024-06-11 23:00:00,water,31.997,L
2024-06-12 00:00:00,electricity,0.872,kWh
2024-06-12 00:00:00,water,4.043,L
2024-06-12 01:00:00,electricity,0.725,kWh
2024-06-12 01:00:00,water,4.113,L
2024-06-12 02:00:00,electricity,0.673,kWh
2024-06-12 02:00:00,water,3.401,L
2024-06-12 03:00:00,electricity,0.785,kWh
2024-06-12 03:00:00,water,4.38,L
2024-06-12 04:00:00,electricity,0.785,kWh
2024-06-12 04:00:00,water,4.526,L
2024-06-12 05:00:00,electricity,0.835,kWh
2024-06-12 05:00:00,water,4.449,L
2024-06-12 06:00:00,electricity,2.818,kWh
2024-06-12 06:00:00,water,70.853,L
2024-06-12 07:00:00,electricity,2.559,kWh
2024-06-12 07:00:00,water,64.524,L
2024-06-12 08:00:00,electricity,3.052,kWh
2024-06-12 08:00:00,water,66.619,L
2024-06-12 09:00:00,electricity,2.632,kWh
2024-06-12 09:00:00,water,64.18,L
2024-06-12 10:00:00,electricity,1.911,kWh
2024-06-12 10:00:00,water,27.279,L
2024-06-12 11:00:00,electricity,1.661,kWh
2024-06-12 11:00:00,water,20.43,L
2024-06-12 12:00:00,electricity,1.928,kWh
2024-06-12 12:00:00,water,22.498,L
2024-06-12 13:00:00,electricity,1.913,kWh
2024-06-12 13:00:00,water,29.999,L
2024-06-12 14:00:00,electricity,2.17,kWh
2024-06-12 14:00:00,water,17.76,L
2024-06-12 15:00:00,electricity,2.072,kWh
2024-06-12 15:00:00,water,24.776,L
2024-06-12 16:00:00,electricity,1.746,kWh
2024-06-12 16:00:00,water,28.745,L
2024-06-12 17:00:00,electricity,3.625,kWh
2024-06-12 17:00:00,water,51.912,L
2024-06-12 18:00:00,electricity,3.803,kWh
2024-06-12 18:00:00,water,49.948,L
2024-06-12 19:00:00,electricity,4.109,kWh
2024-06-12 19:00:00,water,53.315,L
2024-06-12 20:00:00,electricity,3.88,kWh
2024-06-12 20:00:00,water,50.275,L
2024-06-12 21:00:00,electricity,3.835,kWh
2024-06-12 21:00:00,water,31.617,L
2024-06-12 22:00:00,electricity,1.992,kWh
2024-06-12 22:00:00,water,28.917,L
2024-06-12 23:00:00,electricity,2.057,kWh
2024-06-12 23:00:00,water,35.691,L
2024-06-13 00:00:00,electricity,0.891,kWh
2024-06-13 00:00:00,water,4.917,L
2024-06-13 01:00:00,electricity,0.686,kWh
2024-06-13 01:00:00,water,4.133,L
2024-06-13 02:00:00,electricity,0.764,kWh
2024-06-13 02:00:00,water,3.501,L
2024-06-13 03:00:00,electricity,0.731,kWh
